number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state
41,0.576394652175941,2026-09-15 18:33:06.491692,2026-09-15 18:33:06.745465,0 days 00:00:00.253773,3,5,6,120,COMPLETE
42,0.5822030238948925,2026-09-15 18:33:06.745465,2026-09-15 18:33:06.962384,0 days 00:00:00.216919,2,5,4,104,COMPLETE
43,0.5820881408919226,2026-09-15 18:33:06.962384,2026-09-15 18:33:07.184449,0 days 00:00:00.222065,5,5,3,102,COMPLETE
44,0.5942143550792934,2026-09-15 18:33:07.184449,2026-09-15 18:33:07.355455,0 days 00:00:00.171006,6,5,2,66,COMPLETE
45,0.5875965232742207,2026-09-15 18:33:07.355455,2026-09-15 18:33:07.531315,0 days 00:00:00.175860,6,5,2,72,COMPLETE
46,0.5869321747931991,2026-09-15 18:33:07.531315,2026-09-15 18:33:07.673990,0 days 00:00:00.142675,9,5,2,50,COMPLETE
47,0.5869321747931993,2026-09-15 18:33:07.673990,2026-09-15 18:33:07.826779,0 days 00:00:00.152789,10,5,2,50,COMPLETE
48,0.572698130976513,2026-09-15 18:33:07.827786,2026-09-15 18:33:08.001330,0 days 00:00:00.173544,8,4,2,72,COMPLETE
49,0.5653026413267599,2026-09-15 18:33:08.001330,2026-09-15 18:33:08.173133,0 days 00:00:00.171803,12,3,3,70,COMPLETE
50,0.5798437327337793,2026-09-15 18:33:08.173133,2026-09-15 18:33:08.343831,0 days 00:00:00.170698,10,5,2,59,COMPLETE
51,0.5858342056800464,2026-09-15 18:33:08.343831,2026-09-15 18:33:08.476643,0 days 00:00:00.132812,10,5,2,52,COMPLETE
52,0.5869321747931991,2026-09-15 18:33:08.476643,2026-09-15 18:33:08.610482,0 days 00:00:00.133839,8,5,3,50,COMPLETE
53,0.5846218598746437,2026-09-15 18:33:08.610482,2026-09-15 18:33:08.818124,0 days 00:00:00.207642,7,5,2,82,COMPLETE
54,0.5865150076269982,2026-09-15 18:33:08.818124,2026-09-15 18:33:08.992168,0 days 00:00:00.174044,9,5,2,74,COMPLETE
55,0.5611389854226412,2026-09-15 18:33:08.992168,2026-09-15 18:33:09.302642,0 days 00:00:00.310474,6,4,4,148,COMPLETE
56,0.5744932786915605,2026-09-15 18:33:09.302642,2026-09-15 18:33:10.194520,0 days 00:00:00.891878,15,5,3,464,COMPLETE
57,0.5797044247387327,2026-09-15 18:33:10.194520,2026-09-15 18:33:10.405023,0 days 00:00:00.210503,11,5,2,87,COMPLETE
58,0.5723324627338465,2026-09-15 18:33:10.405023,2026-09-15 18:33:11.155562,0 days 00:00:00.750539,12,5,4,383,COMPLETE
59,0.5801448139088446,2026-09-15 18:33:11.155562,2026-09-15 18:33:11.293723,0 days 00:00:00.138161,14,4,3,50,COMPLETE
60,0.5682758182786163,2026-09-15 18:33:11.293723,2026-09-15 18:33:11.457566,0 days 00:00:00.163843,18,1,5,67,COMPLETE
61,0.5869321747931993,2026-09-15 18:33:11.457566,2026-09-15 18:33:11.589390,0 days 00:00:00.131824,8,5,2,50,COMPLETE
62,0.5770778427697757,2026-09-15 18:33:11.590395,2026-09-15 18:33:11.849119,0 days 00:00:00.258724,8,5,2,119,COMPLETE
63,0.5829510591650625,2026-09-15 18:33:11.849119,2026-09-15 18:33:12.062016,0 days 00:00:00.212897,10,5,2,85,COMPLETE
64,0.585802309733478,2026-09-15 18:33:12.062016,2026-09-15 18:33:12.233248,0 days 00:00:00.171232,9,5,3,64,COMPLETE
65,0.5830563439059303,2026-09-15 18:33:12.234252,2026-09-15 18:33:12.448886,0 days 00:00:00.214634,7,5,2,83,COMPLETE
66,0.5824357908098755,2026-09-15 18:33:12.448886,2026-09-15 18:33:12.621369,0 days 00:00:00.172483,6,5,2,60,COMPLETE
67,0.5682578150055665,2026-09-15 18:33:12.621369,2026-09-15 18:33:12.871024,0 days 00:00:00.249655,17,3,10,110,COMPLETE
68,0.5835583476186407,2026-09-15 18:33:12.871024,2026-09-15 18:33:13.076046,0 days 00:00:00.205022,7,5,3,75,COMPLETE
69,0.5732335224443056,2026-09-15 18:33:13.076046,2026-09-15 18:33:13.343803,0 days 00:00:00.267757,8,4,2,95,COMPLETE
70,0.5743895454077466,2026-09-15 18:33:13.343803,2026-09-15 18:33:13.639711,0 days 00:00:00.295908,19,5,2,123,COMPLETE
71,0.5869321747931991,2026-09-15 18:33:13.639711,2026-09-15 18:33:13.803770,0 days 00:00:00.164059,8,5,3,50,COMPLETE
72,0.5824202492514098,2026-09-15 18:33:13.803770,2026-09-15 18:33:13.974029,0 days 00:00:00.170259,10,5,3,61,COMPLETE
73,0.5660524703657045,2026-09-15 18:33:13.975037,2026-09-15 18:33:14.378759,0 days 00:00:00.403722,9,5,2,182,COMPLETE
74,0.5869321747931991,2026-09-15 18:33:14.378759,2026-09-15 18:33:14.524497,0 days 00:00:00.145738,11,5,2,50,COMPLETE
75,0.5827800115548075,2026-09-15 18:33:14.524497,2026-09-15 18:33:14.735571,0 days 00:00:00.211074,6,5,3,76,COMPLETE
76,0.5821519910315808,2026-09-15 18:33:14.735571,2026-09-15 18:33:14.951525,0 days 00:00:00.215954,7,5,10,92,COMPLETE
77,0.56118191614327,2026-09-15 18:33:14.951525,2026-09-15 18:33:15.125115,0 days 00:00:00.173590,9,2,2,64,COMPLETE
78,0.5767814815474919,2026-09-15 18:33:15.126120,2026-09-15 18:33:15.381399,0 days 00:00:00.255279,5,5,3,113,COMPLETE
79,0.5820047160433461,2026-09-15 18:33:15.381399,2026-09-15 18:33:15.598449,0 days 00:00:00.217050,8,5,4,100,COMPLETE
80,0.566811613837,2026-09-15 18:33:15.598449,2026-09-15 18:33:16.050529,0 days 00:00:00.452080,10,4,2,209,COMPLETE
81,0.584601692868109,2026-09-15 18:33:16.050529,2026-09-15 18:33:16.221698,0 days 00:00:00.171169,8,5,3,55,COMPLETE
82,0.5869321747931991,2026-09-15 18:33:16.221698,2026-09-15 18:33:16.366228,0 days 00:00:00.144530,8,5,3,50,COMPLETE
83,0.5818500169001376,2026-09-15 18:33:16.366228,2026-09-15 18:33:16.576850,0 days 00:00:00.210622,9,5,2,81,COMPLETE
84,0.5896358926168185,2026-09-15 18:33:16.577925,2026-09-15 18:33:16.758697,0 days 00:00:00.180772,7,5,3,65,COMPLETE
85,0.593747445601387,2026-09-15 18:33:16.758697,2026-09-15 18:33:16.932893,0 days 00:00:00.174196,5,5,2,68,COMPLETE
86,0.5942143550792933,2026-09-15 18:33:16.932893,2026-09-15 18:33:17.100059,0 days 00:00:00.167166,5,5,2,66,COMPLETE
87,0.5947696077879079,2026-09-15 18:33:17.100059,2026-09-15 18:33:17.263534,0 days 00:00:00.163475,4,5,2,69,COMPLETE
88,0.5769433180083156,2026-09-15 18:33:17.263534,2026-09-15 18:33:17.551995,0 days 00:00:00.288461,4,5,2,134,COMPLETE
89,0.5875965232742207,2026-09-15 18:33:17.551995,2026-09-15 18:33:17.727110,0 days 00:00:00.175115,4,5,10,72,COMPLETE
90,0.5803749787782294,2026-09-15 18:33:17.727110,2026-09-15 18:33:17.953346,0 days 00:00:00.226236,4,5,10,96,COMPLETE
91,0.5947193064179536,2026-09-15 18:33:17.953346,2026-09-15 18:33:18.126865,0 days 00:00:00.173519,5,5,10,67,COMPLETE
92,0.5902651893341464,2026-09-15 18:33:18.126865,2026-09-15 18:33:18.301434,0 days 00:00:00.174569,5,5,9,70,COMPLETE
93,0.5883509918017439,2026-09-15 18:33:18.301434,2026-09-15 18:33:18.473092,0 days 00:00:00.171658,5,5,9,71,COMPLETE
94,0.5875965232742206,2026-09-15 18:33:18.473092,2026-09-15 18:33:18.639155,0 days 00:00:00.166063,5,5,9,72,COMPLETE
95,0.5830563439059305,2026-09-15 18:33:18.639155,2026-09-15 18:33:18.851494,0 days 00:00:00.212339,4,5,9,83,COMPLETE
96,0.5769661873365571,2026-09-15 18:33:18.851494,2026-09-15 18:33:19.104411,0 days 00:00:00.252917,5,5,10,111,COMPLETE
97,0.5832421161780719,2026-09-15 18:33:19.104411,2026-09-15 18:33:19.322958,0 days 00:00:00.218547,5,5,9,93,COMPLETE
98,0.585802309733478,2026-09-15 18:33:19.322958,2026-09-15 18:33:19.498107,0 days 00:00:00.175149,6,5,10,64,COMPLETE
99,0.5810336181808853,2026-09-15 18:33:19.498107,2026-09-15 18:33:19.711567,0 days 00:00:00.213460,3,5,10,77,COMPLETE
