number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state
67,-0.3326800800980592,2026-09-15 18:29:48.247661,2026-09-15 18:29:48.645214,0 days 00:00:00.397553,15,3,5,179,COMPLETE
68,-0.33249348595720535,2026-09-15 18:29:48.645214,2026-09-15 18:29:49.088272,0 days 00:00:00.443058,14,3,5,208,COMPLETE
69,-0.33171236581707225,2026-09-15 18:29:49.088272,2026-09-15 18:29:49.562440,0 days 00:00:00.474168,11,2,5,236,COMPLETE
70,-0.3344205596445898,2026-09-15 18:29:49.562440,2026-09-15 18:29:50.076333,0 days 00:00:00.513893,14,4,5,261,COMPLETE
71,-0.3322242470700414,2026-09-15 18:29:50.076333,2026-09-15 18:29:50.532615,0 days 00:00:00.456282,9,3,5,219,COMPLETE
72,-0.33054599316153904,2026-09-15 18:29:50.532615,2026-09-15 18:29:51.029426,0 days 00:00:00.496811,16,3,5,247,COMPLETE
73,-0.3319780964529236,2026-09-15 18:29:51.030434,2026-09-15 18:29:51.446493,0 days 00:00:00.416059,13,3,4,198,COMPLETE
74,-0.33014803690980327,2026-09-15 18:29:51.446493,2026-09-15 18:29:51.866224,0 days 00:00:00.419731,10,3,5,235,COMPLETE
75,-0.33433273704888267,2026-09-15 18:29:51.866224,2026-09-15 18:29:52.027746,0 days 00:00:00.161522,12,3,6,69,COMPLETE
76,-0.33057217159303953,2026-09-15 18:29:52.027746,2026-09-15 18:29:52.459405,0 days 00:00:00.431659,10,3,4,233,COMPLETE
77,-0.3344547937443272,2026-09-15 18:29:52.459405,2026-09-15 18:29:52.940633,0 days 00:00:00.481228,9,4,6,256,COMPLETE
78,-0.3313875677693874,2026-09-15 18:29:52.940633,2026-09-15 18:29:53.068482,0 days 00:00:00.127849,11,3,5,50,COMPLETE
79,-0.33284077664197864,2026-09-15 18:29:53.068482,2026-09-15 18:29:53.415757,0 days 00:00:00.347275,13,3,5,188,COMPLETE
80,-0.3377199700307762,2026-09-15 18:29:53.415757,2026-09-15 18:29:53.821204,0 days 00:00:00.405447,10,2,7,217,COMPLETE
81,-0.33035173217060865,2026-09-15 18:29:53.821204,2026-09-15 18:29:54.338413,0 days 00:00:00.517209,9,3,5,284,COMPLETE
82,-0.33047388730600874,2026-09-15 18:29:54.338413,2026-09-15 18:29:54.816977,0 days 00:00:00.478564,9,3,5,240,COMPLETE
83,-0.3303517321706087,2026-09-15 18:29:54.816977,2026-09-15 18:29:55.364032,0 days 00:00:00.547055,12,3,4,284,COMPLETE
84,-0.3303517321706087,2026-09-15 18:29:55.364032,2026-09-15 18:29:55.933724,0 days 00:00:00.569692,12,3,4,284,COMPLETE
85,-0.3300090489359035,2026-09-15 18:29:55.934733,2026-09-15 18:29:56.475643,0 days 00:00:00.540910,10,3,3,258,COMPLETE
86,-0.3304613701350278,2026-09-15 18:29:56.475643,2026-09-15 18:29:57.018186,0 days 00:00:00.542543,10,3,6,262,COMPLETE
87,-0.32989450519187685,2026-09-15 18:29:57.018186,2026-09-15 18:29:57.547871,0 days 00:00:00.529685,9,3,3,268,COMPLETE
88,-0.3301383341860327,2026-09-15 18:29:57.547871,2026-09-15 18:29:58.053020,0 days 00:00:00.505149,11,3,3,267,COMPLETE
89,-0.3299403618917221,2026-09-15 18:29:58.053020,2026-09-15 18:29:58.583808,0 days 00:00:00.530788,11,3,2,269,COMPLETE
90,-0.33440551182145367,2026-09-15 18:29:58.583808,2026-09-15 18:29:59.110173,0 days 00:00:00.526365,11,4,2,267,COMPLETE
91,-0.33071364515752855,2026-09-15 18:29:59.110173,2026-09-15 18:29:59.613412,0 days 00:00:00.503239,11,3,2,254,COMPLETE
92,-0.3304663498173447,2026-09-15 18:29:59.613412,2026-09-15 18:30:00.112184,0 days 00:00:00.498772,10,3,3,250,COMPLETE
93,-0.33033418239147094,2026-09-15 18:30:00.112184,2026-09-15 18:30:00.630426,0 days 00:00:00.518242,11,3,2,272,COMPLETE
94,-0.3314773878104158,2026-09-15 18:30:00.630426,2026-09-15 18:30:01.091903,0 days 00:00:00.461477,12,3,3,222,COMPLETE
95,-0.3327894475154732,2026-09-15 18:30:01.091903,2026-09-15 18:30:01.533102,0 days 00:00:00.441199,11,3,3,212,COMPLETE
96,-0.33094840379777585,2026-09-15 18:30:01.534108,2026-09-15 18:30:02.016241,0 days 00:00:00.482133,10,3,2,230,COMPLETE
97,-0.33047309218621246,2026-09-15 18:30:02.016241,2026-09-15 18:30:02.519629,0 days 00:00:00.503388,10,3,3,244,COMPLETE
98,-0.33013833418603283,2026-09-15 18:30:02.519629,2026-09-15 18:30:03.070462,0 days 00:00:00.550833,9,3,2,267,COMPLETE
99,-0.331869067696221,2026-09-15 18:30:03.070462,2026-09-15 18:30:03.606905,0 days 00:00:00.536443,12,2,2,266,COMPLETE
