number,value,datetime_start,datetime_complete,duration,params_max_depth,params_min_samples_leaf,params_min_samples_split,params_n_estimators,state
24,0.7568636831827144,2026-09-15 18:28:06.138401,2026-09-15 18:28:07.037677,0 days 00:00:00.899276,9,3,6,465,COMPLETE
25,0.7533252660194433,2026-09-15 18:28:07.037677,2026-09-15 18:28:07.567468,0 days 00:00:00.529791,9,2,4,248,COMPLETE
26,0.7480268666158776,2026-09-15 18:28:07.567468,2026-09-15 18:28:08.428932,0 days 00:00:00.861464,4,4,9,405,COMPLETE
27,0.7530103041260653,2026-09-15 18:28:08.428932,2026-09-15 18:28:09.163971,0 days 00:00:00.735039,15,4,8,364,COMPLETE
28,0.7535365750352933,2026-09-15 18:28:09.163971,2026-09-15 18:28:10.134401,0 days 00:00:00.970430,9,2,3,468,COMPLETE
29,0.7417015100669447,2026-09-15 18:28:10.134401,2026-09-15 18:28:10.755102,0 days 00:00:00.620701,17,5,7,304,COMPLETE
30,0.7548810178378912,2026-09-15 18:28:10.755102,2026-09-15 18:28:11.593109,0 days 00:00:00.838007,12,3,7,424,COMPLETE
31,0.7570452733687046,2026-09-15 18:28:11.593109,2026-09-15 18:28:12.469304,0 days 00:00:00.876195,11,3,6,469,COMPLETE
32,0.7585782239123899,2026-09-15 18:28:12.469304,2026-09-15 18:28:13.431608,0 days 00:00:00.962304,10,3,6,498,COMPLETE
33,0.7585213964883329,2026-09-15 18:28:13.431608,2026-09-15 18:28:14.379798,0 days 00:00:00.948190,10,3,5,496,COMPLETE
34,0.7585782239123899,2026-09-15 18:28:14.379798,2026-09-15 18:28:15.330360,0 days 00:00:00.950562,10,3,5,498,COMPLETE
35,0.7542596684542535,2026-09-15 18:28:15.330360,2026-09-15 18:28:16.302993,0 days 00:00:00.972633,7,4,5,499,COMPLETE
36,0.7519444571331476,2026-09-15 18:28:16.302993,2026-09-15 18:28:17.134247,0 days 00:00:00.831254,10,2,5,414,COMPLETE
37,0.7554525020718742,2026-09-15 18:28:17.134247,2026-09-15 18:28:17.969281,0 days 00:00:00.835034,12,3,3,432,COMPLETE
38,0.7534481458636199,2026-09-15 18:28:17.969281,2026-09-15 18:28:18.853247,0 days 00:00:00.883966,14,4,4,487,COMPLETE
39,0.756880955764483,2026-09-15 18:28:18.853247,2026-09-15 18:28:19.779159,0 days 00:00:00.925912,5,3,5,481,COMPLETE
40,0.7518098360750244,2026-09-15 18:28:19.779159,2026-09-15 18:28:20.526960,0 days 00:00:00.747801,10,4,3,382,COMPLETE
41,0.7571257628839941,2026-09-15 18:28:20.526960,2026-09-15 18:28:21.424190,0 days 00:00:00.897230,8,3,6,472,COMPLETE
42,0.755810841841105,2026-09-15 18:28:21.425195,2026-09-15 18:28:22.284397,0 days 00:00:00.859202,7,3,4,436,COMPLETE
43,0.7585782239123899,2026-09-15 18:28:22.284397,2026-09-15 18:28:23.271762,0 days 00:00:00.987365,8,3,6,498,COMPLETE
44,0.7528922866540751,2026-09-15 18:28:23.271762,2026-09-15 18:28:24.144164,0 days 00:00:00.872402,8,2,5,469,COMPLETE
45,0.7581878431336598,2026-09-15 18:28:24.144164,2026-09-15 18:28:25.098190,0 days 00:00:00.954026,8,3,5,495,COMPLETE
46,0.7583830954617907,2026-09-15 18:28:25.098190,2026-09-15 18:28:26.050580,0 days 00:00:00.952390,4,3,4,500,COMPLETE
47,0.7383616167053425,2026-09-15 18:28:26.050580,2026-09-15 18:28:26.828725,0 days 00:00:00.778145,2,5,4,412,COMPLETE
48,0.7402735938208949,2026-09-15 18:28:26.828725,2026-09-15 18:28:26.991219,0 days 00:00:00.162494,3,2,4,59,COMPLETE
49,0.756139762086676,2026-09-15 18:28:26.992290,2026-09-15 18:28:27.825162,0 days 00:00:00.832872,5,3,5,449,COMPLETE
50,0.7218494634420561,2026-09-15 18:28:27.825162,2026-09-15 18:28:28.811735,0 days 00:00:00.986573,6,1,3,499,COMPLETE
51,0.7584041206772453,2026-09-15 18:28:28.811735,2026-09-15 18:28:29.732470,0 days 00:00:00.920735,10,3,5,499,COMPLETE
52,0.7568171471084195,2026-09-15 18:28:29.732470,2026-09-15 18:28:30.606721,0 days 00:00:00.874251,10,3,5,478,COMPLETE
53,0.7560540326625677,2026-09-15 18:28:30.606721,2026-09-15 18:28:31.444782,0 days 00:00:00.838061,10,3,6,452,COMPLETE
54,0.756880955764483,2026-09-15 18:28:31.444782,2026-09-15 18:28:32.320365,0 days 00:00:00.875583,12,3,5,481,COMPLETE
55,0.7523899950231289,2026-09-15 18:28:32.320365,2026-09-15 18:28:33.149344,0 days 00:00:00.828979,9,4,4,427,COMPLETE
56,0.7565887907104809,2026-09-15 18:28:33.149344,2026-09-15 18:28:34.018334,0 days 00:00:00.868990,10,3,6,456,COMPLETE
57,0.7585782239123899,2026-09-15 18:28:34.018334,2026-09-15 18:28:34.972858,0 days 00:00:00.954524,5,3,4,498,COMPLETE
58,0.7510132712349483,2026-09-15 18:28:34.972858,2026-09-15 18:28:35.499333,0 days 00:00:00.526475,7,2,6,261,COMPLETE
59,0.7533390519836735,2026-09-15 18:28:35.499333,2026-09-15 18:28:36.093473,0 days 00:00:00.594140,11,4,5,327,COMPLETE
60,0.7568992706209237,2026-09-15 18:28:36.093473,2026-09-15 18:28:36.984860,0 days 00:00:00.891387,8,3,6,482,COMPLETE
61,0.758708655151155,2026-09-15 18:28:36.984860,2026-09-15 18:28:37.902805,0 days 00:00:00.917945,4,3,4,497,COMPLETE
62,0.7564003612962867,2026-09-15 18:28:37.902805,2026-09-15 18:28:38.765022,0 days 00:00:00.862217,5,3,4,461,COMPLETE
63,0.75696713052633,2026-09-15 18:28:38.765022,2026-09-15 18:28:39.702096,0 days 00:00:00.937074,3,3,5,483,COMPLETE
64,0.7577630182319952,2026-09-15 18:28:39.702096,2026-09-15 18:28:40.646848,0 days 00:00:00.944752,6,3,3,488,COMPLETE
65,0.756253283830511,2026-09-15 18:28:40.646848,2026-09-15 18:28:41.477171,0 days 00:00:00.830323,9,3,5,448,COMPLETE
66,0.7569420859800323,2026-09-15 18:28:41.477171,2026-09-15 18:28:41.770343,0 days 00:00:00.293172,4,3,2,146,COMPLETE
67,0.755746808182793,2026-09-15 18:28:41.770343,2026-09-15 18:28:42.625008,0 days 00:00:00.854665,3,3,4,437,COMPLETE
68,0.7561007380587995,2026-09-15 18:28:42.625008,2026-09-15 18:28:43.531574,0 days 00:00:00.906566,11,3,7,467,COMPLETE
69,0.7512035178890478,2026-09-15 18:28:43.531574,2026-09-15 18:28:44.317575,0 days 00:00:00.786001,9,4,5,403,COMPLETE
70,0.7517261665765055,2026-09-15 18:28:44.317575,2026-09-15 18:28:45.200959,0 days 00:00:00.883384,13,2,6,490,COMPLETE
71,0.7583830954617907,2026-09-15 18:28:45.200959,2026-09-15 18:28:46.128172,0 days 00:00:00.927213,4,3,4,500,COMPLETE
72,0.752662036985492,2026-09-15 18:28:46.128172,2026-09-15 18:28:47.075179,0 days 00:00:00.947007,2,3,4,500,COMPLETE
73,0.757056792498632,2026-09-15 18:28:47.075179,2026-09-15 18:28:47.965141,0 days 00:00:00.889962,4,3,4,464,COMPLETE
74,0.7570122540353831,2026-09-15 18:28:47.965141,2026-09-15 18:28:48.881261,0 days 00:00:00.916120,5,3,3,476,COMPLETE
75,0.7577630182319952,2026-09-15 18:28:48.881261,2026-09-15 18:28:49.864723,0 days 00:00:00.983462,11,3,5,488,COMPLETE
76,0.755294241724194,2026-09-15 18:28:49.864723,2026-09-15 18:28:50.281196,0 days 00:00:00.416473,7,3,4,194,COMPLETE
77,0.7532271625630642,2026-09-15 18:28:50.281196,2026-09-15 18:28:51.152292,0 days 00:00:00.871096,6,4,6,459,COMPLETE
78,0.7551130642011099,2026-09-15 18:28:51.152292,2026-09-15 18:28:51.991923,0 days 00:00:00.839631,12,3,7,441,COMPLETE
79,0.7526316845831382,2026-09-15 18:28:51.991923,2026-09-15 18:28:52.797547,0 days 00:00:00.805624,10,2,5,419,COMPLETE
80,0.7570872067847126,2026-09-15 18:28:52.797547,2026-09-15 18:28:53.693945,0 days 00:00:00.896398,3,3,3,475,COMPLETE
81,0.7526620369854921,2026-09-15 18:28:53.694950,2026-09-15 18:28:54.650262,0 days 00:00:00.955312,2,3,4,500,COMPLETE
82,0.7580262627523645,2026-09-15 18:28:54.650262,2026-09-15 18:28:55.562684,0 days 00:00:00.912422,4,3,4,491,COMPLETE
83,0.7570670102029143,2026-09-15 18:28:55.562684,2026-09-15 18:28:56.443257,0 days 00:00:00.880573,5,3,4,473,COMPLETE
84,0.7583830954617907,2026-09-15 18:28:56.443257,2026-09-15 18:28:57.384922,0 days 00:00:00.941665,4,3,4,500,COMPLETE
85,0.7579446343387902,2026-09-15 18:28:57.384922,2026-09-15 18:28:58.295802,0 days 00:00:00.910880,3,3,5,489,COMPLETE
86,0.7565329202451346,2026-09-15 18:28:58.295802,2026-09-15 18:28:59.155054,0 days 00:00:00.859252,5,3,3,462,COMPLETE
87,0.7569586103060703,2026-09-15 18:28:59.155054,2026-09-15 18:29:00.041330,0 days 00:00:00.886276,8,3,6,477,COMPLETE
88,0.7564757336390504,2026-09-15 18:29:00.041330,2026-09-15 18:29:00.920060,0 days 00:00:00.878730,10,3,5,445,COMPLETE
89,0.7564506640911803,2026-09-15 18:29:00.920060,2026-09-15 18:29:01.632181,0 days 00:00:00.712121,4,3,4,357,COMPLETE
90,0.7541718622838665,2026-09-15 18:29:01.632181,2026-09-15 18:29:02.597552,0 days 00:00:00.965371,6,2,5,500,COMPLETE
91,0.7581322344322162,2026-09-15 18:29:02.597552,2026-09-15 18:29:03.560303,0 days 00:00:00.962751,4,3,4,490,COMPLETE
92,0.7568260288173684,2026-09-15 18:29:03.560303,2026-09-15 18:29:04.474802,0 days 00:00:00.914499,3,3,4,481,COMPLETE
93,0.7570452733687046,2026-09-15 18:29:04.474802,2026-09-15 18:29:05.377936,0 days 00:00:00.903134,9,3,3,469,COMPLETE
94,0.7578652204322115,2026-09-15 18:29:05.377936,2026-09-15 18:29:06.337509,0 days 00:00:00.959573,4,3,4,493,COMPLETE
95,0.7583792056048518,2026-09-15 18:29:06.337509,2026-09-15 18:29:07.283961,0 days 00:00:00.946452,5,3,5,500,COMPLETE
96,0.7560540326625677,2026-09-15 18:29:07.284971,2026-09-15 18:29:08.070289,0 days 00:00:00.785318,10,3,6,452,COMPLETE
97,0.7568809557644832,2026-09-15 18:29:08.070289,2026-09-15 18:29:09.000597,0 days 00:00:00.930308,11,3,4,481,COMPLETE
98,0.7405980548196474,2026-09-15 18:29:09.000597,2026-09-15 18:29:09.211399,0 days 00:00:00.210802,2,3,5,93,COMPLETE
99,0.7532078896370912,2026-09-15 18:29:09.211399,2026-09-15 18:29:10.007452,0 days 00:00:00.796053,4,4,4,456,COMPLETE
